,noun,cnt
4096,제로,31
4118,식감,31
5339,무작정,31
6603,와우,31
3479,스케줄,31
6649,스쿠터,31
3457,요한,31
3451,장기간,31
230,상세,31
1525,노형동,31
6889,둥이,31
1315,음식물,31
5386,아주머니,31
496,어메니티,31
7375,케익,31
3897,문득,31
4724,특유,31
7044,투명,31
520,제격,31
11073,무급,31
5506,초입,31
625,전화번호,31
1387,나라,31
7290,관찰,31
3182,용암,31
1569,기온,31
3140,교체,31
860,천장,31
3659,세차,31
2794,그네,31
4601,쫄깃,31
3967,탄탈,31
5998,상품,31
4851,수원,31
2803,트렁크,31
6269,가입,31
1099,안해,31
3680,일전,31
6093,브릭,31
1120,치약,31
1620,출입,31
376,패키지,31
1617,안덕면,31
6037,돗자리,30
5542,탄산,30
3144,베이비,30
4263,할아버지,30
3251,시선,30
4695,헤헤,30
1363,목욕,30
932,적극,30
157,형식,30
3222,갤러리,30
5097,어묵,30
6066,여하튼,30
976,지불,30
928,형제,30
4081,어머님,30
3282,보라,30
6596,피크닉,30
3615,거지,30
773,베스트,30
796,한가지,30
8452,쌈밥,30
5047,카멜리아,30
4298,본적,30
4053,자재,30
777,산이,30
828,이구,30
9560,우무,30
4174,지붕,30
5550,월정,30
3339,방파제,30
844,블라인드,30
5051,김창열,30
2077,다년,30
2988,대학교,30
2653,댕댕,30
5124,겹살,30
5281,요정,30
3048,허브,30
1661,별채,30
4380,매점,30
3119,천혜향,30
7910,소원,30
1621,절반,30
5182,대요,30
2966,이나,30
1478,술집,30
1677,귤밭,30
351,시국,29
11768,통발,29
6348,방명록,29
1146,바게트,29
2287,인증,29
2908,야경,29
1165,순식간,29
6498,고추,29
4066,스피커,29
3138,시점,29
3534,양식,29
431,비밀번호,29
8437,조각,29
4727,여럿,29
5622,비바람,29
5619,자동,29
1828,고층,29
4741,슈퍼,29
4900,여름방학,29
358,확정,29
2054,꼬치,29
5873,강의,29
3891,도서,29
4402,목요일,29
5943,기정,29
168,초보,29
3868,돌집,29
2364,비자나무,29
3847,주제,29
6046,공지,29
1895,읍민,29
7854,황우,29
3792,라운지,29
3950,우드,29
1643,통과,29
3749,꽃게,29
875,대도,29
363,어보,29
6664,충격,29
1870,만족도,29
6299,의지,29
2630,저런,29
4778,편집,29
1278,천사,29
3086,참석,29
9945,캔디,29
5508,진입,29
11182,후식,29
1788,포유,29
321,소진,29
3018,이상은,29
1293,두봉,29
5060,계시,29
1785,판단,29
9505,산도,29
3445,케어,29
2141,먼지,29
5435,점심식사,29
1038,거북,28
813,카페나,28
2806,바구니,28
822,노출,28
5160,간혹,28
2684,겨울방학,28
4211,핸드,28
5294,파리,28
5793,포레스트,28
3096,초대,28
6221,레지던스,28
16206,닭갈비,28
1665,아침식사,28
4401,오늘이,28
11017,공장,28
1761,합류,28
2021,친정엄마,28
1019,어르신,28
1777,어쩜,28
15233,곱창,28
1452,패밀리,28
3116,다비,28
613,연장,28
5963,어쨌든,28
4283,어려움,28
12999,호빵,28
3849,프로젝트,28
4275,족발,28
1087,반려동물,28
2998,대한민국,28
1314,보람,28
7725,스위트,28
4351,클라우드,28
2946,듭니,28
1834,파이,28
3426,다집,28
4338,어마,28
2916,손질,28
1523,신비,28
1195,도마,28
4690,파라솔,28
3569,사이드,28
1161,주독,28
1518,경관,28
4371,갑판,28
4202,나오니,28
6339,연휴,28
3274,뒤쪽,28
1123,뒷마당,28
6312,발생,28
1504,고산,28
802,에어,28
5172,핑계,27
5681,웰컴,27
5697,코너,27
4160,기능,27
26,장사,27
274,실망,27
5324,새섬,27
4131,가족사진,27
741,말로,27
8821,닭발,27
5460,어딘가,27
5405,호점,27
4302,인치,27
5103,멸치,27
905,수영복,27
4189,별장,27
2098,운동화,27
5278,연속,27
808,라서,27
5680,귤꽃,27
2051,냉동,27
890,로컬,27
686,방과,27
2693,서나,27
10510,코코몽,27
7436,수산,27
90,봄날,27
1219,서랍,27
1611,요트,27
1081,공공,27
2409,컴퓨터,27
2839,잠자리,27
4697,별거,27
3261,분과,27
3726,깊이,27
1273,새연교,27
1162,골목길,27
1198,후라이팬,27
6532,삼성혈,27
1531,상이,27
46,간격,27
3505,피하,27
1475,건너편,27
1629,온통,27
1227,수압,27
2733,한정,27
1464,월일,27
1642,막바지,27
8330,상담,27
6184,츄츄,27
4895,스쿠버다이빙,27
3165,만이,27
3101,캐릭터,27
7775,해늘,27
8004,케이스,27
1803,푸드,26
1262,야간,26
1555,사슴,26
5575,사리,26
1277,외돌,26
3409,화장품,26
2024,사방,26
5092,산다,26
1741,차례,26
3191,웃음,26
7188,코난,26
3179,물속,26
3029,뿌리,26
2156,관음사,26
3087,마인드,26
4788,모레,26
4235,형성,26
1399,놀러와,26
629,세심,26
7091,우산,26
314,생활비,26
2004,연말,26
1798,레스토랑,26
548,스무디,26
5048,교회,26
4065,블루투스,26
5001,동화,26
3702,프로,26
1943,남매,26
1713,기존,26
4026,제주항공,26
5748,일만,26
6266,미래,26
3728,아르떼,26
2659,천연기념물,26
1039,이반,26
2057,아이템,26
3946,보안,26
145,타이밍,26
995,칫솔,26
7879,게시,26
1914,남원읍,26
2730,장식,26
1215,충전기,26
3691,클럽,26
4673,한겨울,26
3625,로서,26
2276,마농,26
4111,공룡,26
786,무언가,26
4440,발걸음,26
7698,편지,26
4663,수세미,26
2566,포트,26
3668,방개,26
2043,여서,26
3002,옆집,25
5409,유럽,25
5282,스노클링,25
2922,해질녘,25
7781,구해,25
7714,젤리,25
5367,빠방,25
5290,에그타르트,25
5212,클래시,25
3028,골드,25
5369,간조,25
5372,물때,25
2605,식빵,25
3075,폭탄,25
2110,주산,25
3916,운전자,25
3227,작고,25
2549,봉지,25
3529,허락,25
5656,건데,25
3606,타지,25
5678,문구,25
4937,세대,25
2418,푸르른,25
5016,쿠팡,25
3701,순위,25
3707,연동,25
6231,도하,25
6210,옥수수,25
2378,혼밥,25
4944,역할,25
4614,탕수육,25
5993,태국,25
3876,세월,25
4965,몇몇,25
3927,결재,25
4631,여행기,25
3917,후배,25
5046,식물원,25
6545,삼촌,25
3122,라인,25
3520,지질,25
2540,리본,25
3150,공주,25
4271,남지,25
4265,뒷모습,25
2180,웅장,25
7130,단계,25
4231,타일,25
4224,다용도실,25
7080,수하물,25
7076,개조,25
4982,실행,25
4536,구도,25
3246,누비,25
6764,청귤,25
2477,주방용품,25
5558,대서,25
5056,밴드,25
4158,고저,25
8756,석양,25
2396,디지털,25
4795,우비,25
1949,용량,25
1856,장마,25
17303,벤토,25
254,동이,25
10585,귀염둥이,25
590,다인,25
15563,아구찜,25
731,학습,25
817,파악,25
1091,평형,25
330,회도,25
1239,도중,25
18971,주온,25
1284,비행,25
661,둘러보기,25
717,이왕이면,25
1886,표선면,25
1421,사계절,25
852,갈대,25
1500,커피한잔,25
1143,카페라떼,25
2928,뒷빌레,24
5471,메뉴인,24
6683,이집,24
5319,찌개,24
5519,세팅,24
3453,치면,24
2876,미로,24
1214,콘센트,24
3472,숟가락,24
11428,천리,24
6592,늦잠,24
1560,정복,24
1630,유독,24
2848,축구,24
5260,에스프레소,24
3419,향수,24
4258,해장,24
1996,자차,24
10714,솥밥,24
7339,중국집,24
5374,클리어,24
14910,영자,24
2301,등심,24
3237,수심,24
3038,꽃들이,24
1358,소통,24
2178,국화,24
1511,찜질방,24
4303,모로,24
7420,월초,24
3258,무게,24
539,핫플,24
5287,다랑쉬오름,24
8886,시야,24
4288,배정,24
5455,베이글,24
5275,스벅,24
2947,미세먼지,24
3576,방역,24
420,이내,24
1154,이동해,24
3944,바비큐,24
12592,수술,24
3845,벙커,24
1968,미국,24
2,양반,24
8457,우럭,24
3791,아시아나,24
8348,지연,24
3907,핫도그,24
944,베개,24
8235,연출,24
2571,학생,24
1875,밤새,24
3752,라이프,24
2591,착용,24
1754,리도,24
2460,기절,24
4675,숯불,24
4155,새소리,24
8513,공항버스,24
2374,렌탈,24
6435,열흘,24
1718,수요일,24
5789,휴일,24
5065,용도,24
4667,연세,24
1936,요인,23
4977,주가,23
4976,단어,23
158,시반,23
4963,특색,23
5304,생활용품,23
5314,베베,23
1880,저격,23
8695,푸딩,23
2407,출근,23
7340,차돌,23
5306,자녀,23
8426,아버님,23
2432,자취,23
17212,근동,23
1827,발코니,23
8123,아쿠아,23
7976,인간,23
2737,제습기,23
238,방해,23
234,답변,23
2250,폭풍,23
2815,구명조끼,23
7755,휴양지,23
8122,하필,23
10309,접짝뼈국,23
1618,청소년,23
1991,도시락,23
1819,재택근무,23
5030,도자기,23
1994,카시트,23
8838,순두부,23
4591,우진,23
1782,시판,23
370,사면,23
180,목동,23
4726,양은,23
4877,장인,23
2950,초등학생,23
262,완만,23
5411,만세,23
3094,매운탕,23
3481,움직,23
3491,제주대학교,23
3492,가시리,23
3502,모델,23
5510,삼나무,23
3522,두루,23
5520,오메,23
685,온돌방,23
6485,양배추,23
1461,비데,23
3657,북카페,23
4777,퇴근,23
726,유치원,23
4809,들판,23
3742,공식,23
2108,육개장,23
6131,감각,23
3784,해수욕,23
2101,더더,23
3846,아트,23
5996,지로,23
3880,제작,23
5685,하와이,23
4056,내장,23
3904,운행,23
829,우측,23
13170,형님,23
5805,풀이,23
3995,손자,23
857,조화,23
2017,과거,23
705,고가,23
631,마중,23
6763,어린왕자,23
3375,남녀,23
5358,고깃집,23
1250,고정,23
7217,렉스,23
4269,감흥,23
4843,구역,23
4332,부두,23
7037,기왕,22
960,추자도,22
7025,오븐,22
1339,도저히,22
337,천차만별,22
5657,대구,22
7455,타워,22
149,숙면,22
5654,미영,22
4091,자판기,22
6052,원피스,22
384,바지,22
4967,방목,22
5881,효리,22
11108,도미,22
7046,품절,22
945,커버,22
6076,특산,22
4047,주비,22
3942,휴대폰,22
902,대문,22
10650,팔찌,22
5419,호다닥,22
4023,교통비,22
8533,소담,22
2365,열매,22
2342,유네스코,22
4016,앞쪽,22
1810,미끄럼틀,22
6963,깜깜,22
4602,저리,22
5573,스낵,22
6605,뿜뿜,22
2885,미술,22
1236,고우리,22
1252,정해진,22
3456,부위,22
288,연인,22
2766,디스,22
3446,자세,22
5086,첨부,22
1270,프리미엄,22
5547,가드,22
1692,화이팅,22
6429,뉴스,22
3386,도립,22
6111,이미지,22
2964,부모,22
8110,월령,22
223,순서,22
7542,공기밥,22
2622,내기,22
4146,초콜릿,22
1742,후시,22
3706,실외,22
2974,메리트,22
6815,푸드코트,22
12411,미역,22
1776,참으로,22
3461,종합,22
4383,마사지,22
4012,유급,22
1952,빡세,22
2262,순삭,22
2164,절정,22
9379,꼬마,22
9087,무민,22
5584,냉면,21
575,취미,21
2412,이주,21
980,타마,21
1737,차선,21
6486,어쩌면,21
2932,살림,21
5445,다음주,21
2222,세면,21
4191,마시기,21
7185,함박스테이크,21
8161,방수,21
5449,부근,21
5451,전반,21
15092,스탭들,21
6924,리얼,21
2397,도어,21
7815,콩나물,21
2392,볼때,21
599,실어,21
2288,무릎,21
7214,학기,21
3145,요새,21
1888,농가,21
3543,두툼,21
7545,대접,21
2963,허리,21
8464,미도,21
1402,평수,21
8718,월말,21
2887,여운,21
2528,고스,21
4147,판포,21
1078,남자친구,21
12003,호랑이,21
3741,담수,21
5581,런닝,21
349,북쪽,21
2493,피고,21
2036,동기,21
2476,가전제품,21
1967,중국,21
11071,급여,21
162,요원,21
11743,무늬,21
455,넷플릭스,21
2185,앞바다,21
6961,큰일,21
361,생필품,21
1989,일회용,21
3297,방언,21
1329,재활용,21
7637,아부지,21
1622,통제,21
2448,온수,21
6028,나물,21
7135,시대,21
3310,루트,21
1395,안성맞춤,21
2649,온라인,21
8332,요전,21
5500,바다색,21
2354,초록색,21
4261,기저귀,21
4907,두운,21
1944,집들이,21
11529,춘천,21
7521,된거,21
9117,목살,21
858,컬러,21
827,일지,21
13361,덕천,21
3958,친환경,21
4717,계란찜,21
13267,광주,21
7342,국룰,21
837,공터,21
4855,순대,21
3052,파란색,21
10639,상효,21
3044,레드,21
5741,요건,21
10601,큰조카,21
6665,서빈,21
4254,서빙,20
648,레트로,20
4257,수육,20
210,발길,20
3609,열정,20
5398,청춘,20
1258,왕창,20
7144,시험,20
3462,운동장,20
1385,지라,20
1768,샌드,20
5143,분전,20
5579,호떡,20
3471,장보고,20
5577,만찬,20
6539,타월,20
2325,대학생,20
4427,선착장,20
3268,진열,20
4162,유연제,20
5166,무한,20
317,효과,20
7738,잠수함,20
6153,소재,20
7013,강제,20
3283,그루,20
18,다다,20
751,평점,20
2884,설계,20
6974,결항,20
3232,앞마당,20
8937,캔들,20
3205,아지트,20
2320,독서,20
6087,부대,20
1680,꼭꼭,20
5323,도대체,20
6065,행운,20
2455,필터,20
6068,원대,20
2183,만발,20
8463,상어,20
2791,알록달록,20
8369,기구,20
5061,리필,20
8839,순두부찌개,20
1702,완벽,20
615,채펜션,20
10202,플라스틱,20
8698,화리,20
486,라이,20
5110,가루,20
2951,졸업,20
62,분유,20
1721,사람과,20
475,프라이팬,20
4844,셔틀버스,20
3919,스텔라,20
5089,문도,20
2860,아기자기,20
2251,흡입,20
10557,수화물,20
8769,평리,20
227,입력,20
3360,용눈,20
9422,유부초밥,20
1795,상호,20
2348,봉우리,20
6474,조형,20
6740,백사,20
3558,트윈,20
3174,밀물,20
6800,해바라기,20
4665,말리,20
2713,건축물,20
5598,고등학교,20
4113,꽈배기,20
3239,고향,20
6226,눈앞,20
107,반대쪽,20
5621,시부모,20
6488,이어진,20
189,눈길,20
5088,울타리,20
3415,오일,19
5173,데이트,19
1072,껍질,19
7963,현금,19
8244,이슈,19
12131,안경,19
2852,적도,19
1603,수학여행,19
4161,섬유,19
2535,선크림,19
5005,상자,19
6465,비품,19
6361,리조또,19
3387,건축,19
9967,정돈,19
8058,스토어,19
3335,실력,19
2136,새끼,19
7782,두기,19
5132,그땐,19
278,술술,19
6378,소비,19
1987,유니,19
3533,식단,19
5523,진짜진짜,19
7875,번화가,19
2019,초딩,19
2647,경로,19
2748,빙수,19
1739,직진,19
3399,발라,19
3495,꽃밭,19
3589,최선,19
6468,깻잎,19
2805,코인,19
4475,가보,19
2594,위험,19
4718,토마토,19
6927,근방,19
626,퇴실,19
8191,분식집,19
9028,뽁뽁,19
8007,새해,19
5485,기적,19
4506,내면,19
1307,지미,19
1275,승지,19
1921,리가,19
3073,비수,19
2870,즉흥,19
6181,호불호,19
5418,총총,19
3977,어린이집,19
5626,성당,19
1813,내지,19
7079,위탁,19
2340,유산,19
6118,불판,19
5214,상가,19
3959,페인트,19
5818,소바,19
5273,언니네,19
1576,능선,19
2439,젓가락,19
7586,편백나무,19
4424,안이,19
5983,비빔,19
1437,동백나무,19
7175,타르트,19
1891,세기,19
5381,물영아리오름,19
978,환불,19
1422,겨울철,19
4798,스프,19
2936,플러스,19
799,방안,19
8963,사모님,19
1556,동상,19
4901,실현,19
7356,편입,19
15806,하율,19
4832,사생활,19
3997,베트남,19
395,채널,19
2033,정감,19
4992,이만,19
6196,공짜,19
5746,분양,19
4994,여름철,19
823,반면,18
614,도독,18
7547,재배,18
462,가전,18
3928,용공,18
224,오스,18
8691,쌀국수,18
3413,머리카락,18
8108,평이,18
4018,주거,18
2332,사회,18
1436,상징,18
1207,습기,18
473,드럼세탁기,18
1941,평화,18
8793,폭발,18
1520,사찰,18
18651,유디,18
4653,강풍,18
2716,고도,18
3151,막내,18
7393,판악,18
6731,코앞,18
213,가파른,18
4062,청결,18
6679,검사,18
2728,희망,18
2655,탈출,18
5364,업로드,18
2402,저절로,18
4929,습관,18
6784,하룻밤,18
1663,잡채,18
8635,량애,18
2143,쿨쿨,18
3493,대학,18
2699,파리바게트,18
3093,낙지,18
9631,패킹,18
7923,보험,18
1465,커피숍,18
3390,착각,18
2754,당첨,18
2013,기획,18
7538,튤립,18
11405,아보카도,18
9645,숙박업소,18
662,통나무,18
1697,소아과,18
4879,다애,18
11388,된장,18
8558,동료,18
5517,듣기,18
3384,금도,18
3382,먹구름,18
10846,은별,18
5837,난이도,18
6637,취업,18
343,입금,18
2939,일상생활,18
3634,대상,18
1131,티타임,18
6337,레몬,18
1347,대의,18
6340,신흥,18
1364,페이지,18
4613,짜장,18
3646,개발,18
5916,분식,18
1317,나가야,18
2123,대한항공,18
2889,흥미,18
5407,실물,18
2041,장보,18
774,통화,18
2901,자생,18
8269,블루베리,18
5006,노란색,18
9445,경기,18
11109,토리,18
3746,친절,18
5582,헬스장,18
3681,일일,18
5611,노래방,18
3254,글귀,18
6236,실화,18
5002,득템,18
4595,싹싹,18
3720,당분간,18
344,용한,18
3248,무니,18
3247,묵고,18
1356,지방,18
7127,한우,18
6239,배낭,18
1859,텐데,18
9238,체감,18
3595,부가,18
3155,고장,18
783,차근차근,18
1406,질리,18
14393,전시회,18
8717,이별,18
8177,제목,18
3333,꼬리,18
8153,살살,18
2607,카페인,18
1840,자도,18
3154,귀요미,18
3302,기상,18
3171,실버,18
2410,규칙,18
6885,음료수,17
489,한층,17
7057,물티슈,17
7573,웃기,17
2953,축하,17
1668,비어,17
4382,바가지,17
5113,한숨,17
52,이도,17
3371,판다,17
6830,머그컵,17
7916,구한,17
7445,여느,17
3017,백수,17
2941,나은,17
3245,연어,17
4715,종료,17
3030,리지,17
3336,감안,17
1492,드립,17
378,주유,17
3259,감당,17
1292,유적지,17
273,서든,17
3304,봉성,17
7124,일자,17
7115,송이,17
1579,해발,17
2981,거짓말,17
8868,과제,17
359,수록,17
7090,면세점,17
2910,국가,17
3279,수확,17
4721,베이스,17
1537,도로로,17
1342,정작,17
6998,비자,17
3270,현대,17
2838,어깨,17
10261,프론트,17
268,덜덜,17
5341,땡볕,17
3377,호기심,17
7065,타요,17
3110,제철,17
1666,집기,17
4720,마요네즈,17
2662,조랑말,17
2011,협찬,17
5969,인적,17
8183,트리,17
3599,씨앤,17
8781,왈도,17
8173,이륙,17
3581,민속촌,17
8158,의사,17
5541,회의,17
4957,인접,17
6493,사무소,17
1208,차고,17
4789,주도,17
8504,전역,17
5045,산양,17
8531,소포,17
8792,루시아,17
11547,자격증,17
9299,장단점,17
2371,강습,17
785,육아휴직,17
4090,사료,17
2579,대답,17
1014,주어,17
1069,아웃,17
1806,믿음,17
4698,요다음,17
1778,피부,17
12108,애교,17
6142,내야,17
1088,대면,17
1024,그날그날,17
4581,임시,17
5010,중요,17
1113,하이라이트,17
6342,회관,17
160,다차,17
5015,경제,17
6097,출신,17
1122,이이,17
6049,식이,17
4821,물빛,17
6243,수단,17
5063,가위,17
5829,항공우주,17
5798,강력,17
2357,불리,17
130,배시,17
1228,불편,17
5751,밤하늘,17
8038,한반도,17
3498,다작,17
4015,보장,17
8802,꼭대기,17
3954,경계,17
18121,꼬미홈,17
4014,기숙사,17
80,승객,17
4822,청굴물,17
3440,대감,17
6546,글씨,17
8806,수집,17
4971,훈련,16
7122,연락처,16
1488,카라멜,16
2461,커텐,16
6025,키트,16
7475,화면,16
2452,비상,16
2451,탁자,16
1016,만남,16
100,안도,16
4930,끼니,16
7327,아침밥,16
4042,역대,16
3001,놀수,16
3071,혼술,16
6098,섭렵,16
8355,헬로,16
2303,고기랑,16
4608,계란후라이,16
5762,특급,16
6112,상차림,16
5416,알파카,16
4311,지지,16
5220,접근,16
8639,월월,16
4394,기약,16
6108,특별,16
4979,다한,16
4933,차원,16
4857,전환,16
6105,진동,16
2440,셋팅,16
826,주자,16
2437,쓰레기통,16
4365,숙박시설,16
9439,일기예보,16
4054,구가,16
1551,신기,16
5899,응급실,16
4905,뒤편,16
3909,차박,16
3912,장거리,16
